File	Line	Term	Text
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	103	Dynasty	9547,etc,Recipe: Dark Knight Heavy Breastplate,Ashen Dynasty Recipe: Dark Knight Heavy Breastplate.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	104	Dynasty	9548,etc,Recipe: Dark Knight Heavy Gaiters,Ashen Dynasty Recipe: Dark Knight Heavy Gaiters.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	105	Dynasty	9549,etc,Recipe: Dark Knight Heavy Gauntlets,Ashen Dynasty Recipe: Dark Knight Heavy Gauntlets.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	106	Dynasty	9550,etc,Recipe: Dark Knight Heavy Boots,Ashen Dynasty Recipe: Dark Knight Heavy Boots.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	107	Dynasty	9551,etc,Recipe: Dark Knight Heavy Shield,Ashen Dynasty Recipe: Dark Knight Heavy Shield.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	108	Dynasty	9552,etc,Recipe: Dark Knight Light Helmet,Ashen Dynasty Recipe: Dark Knight Light Helmet.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	109	Dynasty	9553,etc,Recipe: Dark Knight Light Armor,Ashen Dynasty Recipe: Dark Knight Light Armor.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	110	Dynasty	9554,etc,Recipe: Dark Knight Light Gloves,Ashen Dynasty Recipe: Dark Knight Light Gloves.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	111	Dynasty	9555,etc,Recipe: Dark Knight Light Boots,Ashen Dynasty Recipe: Dark Knight Light Boots.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	112	Dynasty	9556,etc,Recipe: Dark Knight Robe Circlet,Ashen Dynasty Recipe: Dark Knight Robe Circlet.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	113	Dynasty	9557,etc,Recipe: Dark Knight Robe,Ashen Dynasty Recipe: Dark Knight Robe.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	114	Dynasty	9558,etc,Recipe: Dark Knight Robe Gloves,Ashen Dynasty Recipe: Dark Knight Robe Gloves.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	115	Dynasty	9559,etc,Recipe: Dark Knight Robe Shoes,Ashen Dynasty Recipe: Dark Knight Robe Shoes.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	116	Dynasty	9560,etc,Recipe: Ashen Phoenix Blade,Ashen Dynasty Recipe: Ashen Phoenix Blade.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	117	Dynasty	9561,etc,Recipe: Ashen Phoenix Divider,Ashen Dynasty Recipe: Ashen Phoenix Divider.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	118	Dynasty	9562,etc,Recipe: Ashen Phoenix Dual Swords,Ashen Dynasty Recipe: Ashen Phoenix Dual Swords.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	119	Dynasty	9563,etc,Recipe: Ashen Phoenix Dagger,Ashen Dynasty Recipe: Ashen Phoenix Dagger.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	120	Dynasty	9564,etc,Recipe: Ashen Phoenix Bow,Ashen Dynasty Recipe: Ashen Phoenix Bow.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	121	Dynasty	9565,etc,Recipe: Ashen Phoenix Hammer,Ashen Dynasty Recipe: Ashen Phoenix Hammer.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	122	Dynasty	9566,etc,Recipe: Ashen Phoenix Spear,Ashen Dynasty Recipe: Ashen Phoenix Spear.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	123	Dynasty	9567,etc,Recipe: Ashen Phoenix Fist,Ashen Dynasty Recipe: Ashen Phoenix Fist.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	124	Dynasty	9568,etc,Recipe: Ashen Phoenix Staff,Ashen Dynasty Recipe: Ashen Phoenix Staff.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	125	Dynarty	9570,etc,Scroll: Enchant Ashen Dynarty Weapon,Ashen Dynasty Scroll: Enchant Ashen Dynarty Weapon.,6577,icon.etc_scroll_of_enchant_weapon_i05
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	126	Dynarty	9571,etc,Scroll: Enchant Ashen Dynarty Armor,Ashen Dynasty Scroll: Enchant Ashen Dynarty Armor.,6578,icon.etc_scroll_of_enchant_armor_i05
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	127	Dynarty	9572,etc,Recipe: Dynarty Heavy Helmet,Ashen Dynasty Recipe: Dynarty Heavy Helmet.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	128	Dynarty	9573,etc,Recipe: Dynarty Heavy Breastplate,Ashen Dynasty Recipe: Dynarty Heavy Breastplate.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	129	Dynarty	9574,etc,Recipe: Dynarty Heavy Gaiters,Ashen Dynasty Recipe: Dynarty Heavy Gaiters.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	130	Dynarty	9575,etc,Recipe: Dynarty Heavy Gauntlets,Ashen Dynasty Recipe: Dynarty Heavy Gauntlets.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	131	Dynarty	9576,etc,Recipe: Dynarty Heavy Boots,Ashen Dynasty Recipe: Dynarty Heavy Boots.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	132	Dynarty	9577,etc,Recipe: Dynarty Heavy Shield,Ashen Dynasty Recipe: Dynarty Heavy Shield.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	133	Dynarty	9578,etc,Recipe: Ashen Dynarty Leather Helmet,Ashen Dynasty Recipe: Ashen Dynarty Leather Helmet.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	134	Dynarty	9579,etc,Recipe: Ashen Dynarty Leather Armor,Ashen Dynasty Recipe: Ashen Dynarty Leather Armor.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	135	Dynarty	9580,etc,Recipe: Ashen Dynarty Leather Gloves,Ashen Dynasty Recipe: Ashen Dynarty Leather Gloves.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	136	Dynarty	9581,etc,Recipe: Ashen Dynarty Leather Boots,Ashen Dynasty Recipe: Ashen Dynarty Leather Boots.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	137	Dynarty	9582,etc,Recipe: Dynarty Robe Circlet,Ashen Dynasty Recipe: Dynarty Robe Circlet.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	138	Dynarty	9583,etc,Recipe: Dynarty Robe,Ashen Dynasty Recipe: Dynarty Robe.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	139	Dynarty	9584,etc,Recipe: Dynarty Robe Gloves,Ashen Dynasty Recipe: Dynarty Robe Gloves.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	140	Dynarty	9585,etc,Recipe: Dynarty Robe Shoes,Ashen Dynasty Recipe: Dynarty Robe Shoes.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	141	Dynarty	9586,etc,Recipe: Ashen Dynarty Blade,Ashen Dynasty Recipe: Ashen Dynarty Blade.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	142	Dynarty	9587,etc,Recipe: Ashen Dynarty Divider,Ashen Dynasty Recipe: Ashen Dynarty Divider.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	143	Dynarty	9588,etc,Recipe: Ashen Dynarty Dual Swords,Ashen Dynasty Recipe: Ashen Dynarty Dual Swords.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	144	Dynarty	9589,etc,Recipe: Ashen Dynarty Dagger,Ashen Dynasty Recipe: Ashen Dynarty Dagger.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	145	Dynarty	9590,etc,Recipe: Ashen Dynarty Bow,Ashen Dynasty Recipe: Ashen Dynarty Bow.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	146	Dynarty	9591,etc,Recipe: Ashen Dynarty Hammer,Ashen Dynasty Recipe: Ashen Dynarty Hammer.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	147	Dynarty	9592,etc,Recipe: Ashen Dynarty Spear,Ashen Dynasty Recipe: Ashen Dynarty Spear.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	148	Dynarty	9593,etc,Recipe: Ashen Dynarty Fist,Ashen Dynasty Recipe: Ashen Dynarty Fist.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	149	Dynarty	9594,etc,Recipe: Ashen Dynarty Staff,Ashen Dynasty Recipe: Ashen Dynarty Staff.,3953,icon.etc_recipe_black_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	150	Dynasty	9699,etc,Ashen DK Fragment,Ashen Dynasty Ashen DK Fragment.,1785,icon.etc_stone_gray_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	151	Dynarty	9799,etc,Ashen Dynarty Fragment,Ashen Dynasty Ashen Dynarty Fragment.,1785,icon.etc_stone_gray_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	152	Dynasty	93000,npc,Guardian of Ashen TT,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	153	Dynasty	93001,npc,Ashen Warden,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	154	Dynasty	93002,npc,Ashen Chronicler,Ashen Dynasty,30001,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	155	Dynasty	93100,npc,Elder of Ashen Scale,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	156	Dynasty	93101,npc,Ashen Scale Warden,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	157	Dynasty	93200,npc,Ashen Dark Warden,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	158	Dynasty	93201,npc,Phoenix Ember,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	159	Dynasty	93300,npc,Ashen Dynasty Lord,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	160	Dynasty	93301,npc,Ashen Dynasty Blade,Ashen Dynasty,25325,
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	161	Dynasty	9305,weapon,[TT] Shield,Ashen Dynasty [TT] Shield.,633,icon.shield_shrnoens_shield_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	162	Dynasty	9390,weapon,[TT] Blade,Ashen Dynasty [TT] Blade.,80,icon.weapon_tallum_blade_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	163	Dynasty	9391,weapon,[TT] Divider,Ashen Dynasty [TT] Divider.,2500,icon.weapon_dark_legions_edge_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	164	Dynasty	9392,weapon,[TT] Dual Swords,Ashen Dynasty [TT] Dual Swords.,5706,icon.weapon_dual_sword_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	165	Dynasty	9393,weapon,[TT] Dagger,Ashen Dynasty [TT] Dagger.,229,icon.weapon_kris_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	166	Dynasty	9394,weapon,[TT] Bow,Ashen Dynasty [TT] Bow.,286,icon.weapon_eminence_bow_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	167	Dynasty	9395,weapon,[TT] Hammer,Ashen Dynasty [TT] Hammer.,2503,icon.weapon_yaksa_mace_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	168	Dynasty	9396,weapon,[TT] Spear,Ashen Dynasty [TT] Spear.,97,icon.weapon_lancia_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	169	Dynasty	9397,weapon,[TT] Fist,Ashen Dynasty [TT] Fist.,263,icon.weapon_chakram_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	170	Dynasty	9398,weapon,[TT] Staff,Ashen Dynasty [TT] Staff.,210,icon.weapon_staff_of_evil_sprit_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	171	Dynasty	9405,weapon,Draconic Heavy Shield,Ashen Dynasty Draconic Heavy Shield.,641,icon.shield_dark_crystal_shield_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	172	Dynasty	9490,weapon,[DRA] Blade,Ashen Dynasty [DRA] Blade.,6364,icon.weapon_forgotten_blade_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	173	Dynasty	9491,weapon,[DRA] Divider,Ashen Dynasty [DRA] Divider.,6372,icon.weapon_heavens_divider_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	174	Dynasty	9492,weapon,[DRA] Dual Swords,Ashen Dynasty [DRA] Dual Swords.,5706,icon.weapon_dual_sword_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	175	Dynasty	9493,weapon,[DRA] Dagger,Ashen Dynasty [DRA] Dagger.,6367,icon.weapon_angel_slayer_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	176	Dynasty	9494,weapon,[DRA] Bow,Ashen Dynasty [DRA] Bow.,6368,icon.weapon_shining_bow_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	177	Dynasty	9495,weapon,[DRA] Hammer,Ashen Dynasty [DRA] Hammer.,6365,icon.weapon_basalt_battlehammer_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	178	Dynasty	9496,weapon,[DRA] Spear,Ashen Dynasty [DRA] Spear.,6370,icon.weapon_saint_spear_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	179	Dynasty	9497,weapon,[DRA] Fist,Ashen Dynasty [DRA] Fist.,6371,icon.weapon_demon_splinter_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	180	Dynasty	9498,weapon,[DRA] Staff,Ashen Dynasty [DRA] Staff.,6366,icon.weapon_imperial_staff_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	181	Dynasty	9605,weapon,Dark Knight Heavy Shield,Ashen Dynasty Dark Knight Heavy Shield.,641,icon.shield_dark_crystal_shield_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	182	Dynasty	9690,weapon,[PHX] Blade,Ashen Dynasty [PHX] Blade.,6364,icon.weapon_forgotten_blade_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	183	Dynasty	9691,weapon,[PHX] Divider,Ashen Dynasty [PHX] Divider.,6372,icon.weapon_heavens_divider_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	184	Dynasty	9692,weapon,[PHX] Dual Swords,Ashen Dynasty [PHX] Dual Swords.,5706,icon.weapon_dual_sword_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	185	Dynasty	9693,weapon,[PHX] Dagger,Ashen Dynasty [PHX] Dagger.,6367,icon.weapon_angel_slayer_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	186	Dynasty	9694,weapon,[PHX] Bow,Ashen Dynasty [PHX] Bow.,6368,icon.weapon_shining_bow_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	187	Dynasty	9695,weapon,[PHX] Hammer,Ashen Dynasty [PHX] Hammer.,6365,icon.weapon_basalt_battlehammer_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	188	Dynasty	9696,weapon,[PHX] Spear,Ashen Dynasty [PHX] Spear.,6370,icon.weapon_saint_spear_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	189	Dynasty	9697,weapon,[PHX] Fist,Ashen Dynasty [PHX] Fist.,6371,icon.weapon_demon_splinter_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	190	Dynasty	9698,weapon,[PHX] Staff,Ashen Dynasty [PHX] Staff.,6366,icon.weapon_imperial_staff_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	191	Dynarty	9705,weapon,Dynarty Heavy Shield,Ashen Dynasty Dynarty Heavy Shield.,6377,icon.shield_imperial_crusader_shield_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	192	Dynarty	9790,weapon,Ashen Dynarty Blade,Ashen Dynasty Ashen Dynarty Blade.,6364,icon.weapon_forgotten_blade_i00
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\infrastructure\customization\ashen_client\ashen_client_manifest.csv	193	Dynarty	9791,weapon,Ashen Dynarty Divider,Ashen Dynasty Ashen Dynarty Divider.,6372,icon.weapon_heavens_divider_i00
